fid,OBJECTID,Name,Contact,Address,Longitude,Lattitude
990,107577,Al Hudaa Public School,,"Lahore, Pakistan",74.2582601,31.4997232
991,107582,Jamia Khadija Tul Kubra,+92 333 4431564,"Al-Hamd Park, Lahore, Pakistan",74.2588958,31.5002169
992,107587,Oxford English High School,,"Kausar Block, Lahore, Pakistan",74.2588019,31.5017975
993,107589,Madrassa for Girls,,"Kausar Block, Lahore, Pakistan",74.2593786,31.5023429
994,107591,Govt Girls High School,,"Madina Block, Lahore, Pakistan",74.2580979,31.5041174
995,107592,Imran School System And Acedemy,,"128-C Main Rd Awan Town, Lahore, Pakistan",74.2591406,31.5047416
996,107646,Islamia Model High School,,"Lahore, Pakistan",74.260312,31.4954785
997,107650,The Spectrum High School System,+92 300 4370042,"Cinema wali St, Lahore, Pakistan",74.26136467,31.49579517
998,107665,Iqra Rouza Tul Atfal,,"Hajvery Rd, Lahore, Pakistan",74.2613716,31.4999908
999,107668,Iqra Roza Tul Itfal,,"Awan Town, Lahore, Pakistan",74.2607465,31.5023955
1000,107673,Allied School,,"Main Rd Awan Town, Lahore, Pakistan",74.2606275,31.5046754
1001,107674,Winsome Radical School,,"Main Rd Awan Town, Lahore, Pakistan",74.2609102,31.5046361
1002,107675,"Lahore Garrison Grammar School, Girls Campus",+92 42 35961342,"128-C Main Rd Awan Town, Lahore, Pakistan",74.2612813,31.5050892
1003,107757,Khansa Academy,,"Mansoora Bazar, Lahore, Pakistan",74.26172002,31.49522637
1004,107776,Liaqat Foundation High School,,"Hajvery Rd, Lahore, Pakistan",74.2631371,31.5001328
1005,107778,Knowledge Way,,"Qutab Block, Lahore, Pakistan",74.2612347,31.5041221
1006,107782,Hira Model High School,,"Main Rd Awan Town, Lahore, Pakistan",74.2620581,31.504368
1007,107786,Muslim Academy,,"Main Rd Awan Town, Lahore, Pakistan",74.2630044,31.5043635
1008,107791,Allied School Bakhtayari Campus,+92 42 37759097,"96-97 F Marghazar Rd, Lahore, Pakistan",74.2620474,31.5113266
1009,107799,Talent Hall Grammar School,+92 324 9841400,"93, G-Block, Sabzazar Colony, Multan Road, Lahore., 93 Gulzar-e-Habib Rd, Lahore, Pakistan",74.2617416,31.5217853
1010,107801,"American Lycetuff, Sabzazar Branch",,"American Lycetuff, Sabzazar Branch, Gulzar-e-Habib Rd, Lahore, Pakistan",74.2632642,31.5241169
1011,107804,"Govt. H/S E block, Sabzazar",+92 42 37493030,"Block E, Lahore, Pakistan",74.2623917,31.5278038
1012,107809,Darul Madinah (Sabzazar Branch),+92 42 35461845,"Block E, Lahore, Pakistan",74.2625178,31.5323148
1013,107865,Emaan School,,"Crescent Town, Lahore, Pakistan",74.2636085,31.4999428
1014,107885,Starlight School,+92 333 4276382,"Lahore, Pakistan",74.264976,31.507449
1015,107909,"IIUI Schools, Sabzazar Campus",+92 42 37033493,"Gulzar-e-Habib Rd, Lahore, Pakistan",74.2645391,31.5268169
1016,107910,Educator School,,"Sabzazar Housing Scheme, Lahore, Pakistan",74.2645263,31.5271809
1017,107912,The Educators Sabzazar Campus,+92 42 37449450,"Gulzar-e-Habib Rd, Lahore, Pakistan",74.2649472,31.5277161
1018,107917,Razia Sehgal School,,"Bund Road, Lahore, Pakistan",74.2644377,31.5397983
1019,107999,Intelligent School System,+92 42 35411973,"45/22, Main Rd Hassan Town, Lahore, Pakistan",74.2648336,31.5051507
1020,108000,Intelligent School System (Kids Campus),+92 333 4779090,"Intelligent School System (Kids Campus), 24 Main Rd Hassan Town, Lahore, Pakistan",74.2658714,31.5053074
1021,108020,Alliance Grammar School,+92 42 37016900,"Unnamed Road,, Lahore, Pakistan",74.2665448,31.5210231
1022,108021,Prime Institute,+92 323 4743022,"Near Model Bazar,, 576 Main Boulevard Sabzazar, Lahore, Pakistan",74.2668241,31.5211865
1023,108027,American Lycetuff (O'levels),,"Block G, Lahore, Pakistan",74.2657945,31.5269913
1024,108037,Musrrat Girls School,,"Bund Road, Lahore, Pakistan",74.2662853,31.5392337
1025,108056,Bright Stars School System,+92 336 0002056,"Lahore, Pakistan",74.2657559,31.5509801
1026,108057,Sun Shine Learning System,+92 308 8585435,"160-E, Abou bakar Siddique Colony, GulshaneRavi, Bund Rd, Lahore, Pakistan",74.266191,31.550952
1027,108065,NeedleArt Institute Of Embroidery,+92 313 6040099,"Mansoorah, Lahore, Pakistan",74.26714971,31.49241717
1028,108071,Mansoora Public Girls High School,,"B-1, Mansura, Lahore, Punjab, Lahore, Pakistan",74.26723028,31.49414755
1029,108072,Govt Middle School,,"Zameer Colony, Mansura, Lahore, Punjab, Lahore, Pakistan",74.26761608,31.49464645
1030,108133,The Knowledge School,,"Main Rd Awan Town, Lahore, Pakistan",74.2675218,31.5034121
1031,108211,"Govt. Girls High School, C Block, Sabzazar.",,"Block C, Lahore, Pakistan",74.2680267,31.5298932
1032,108230,Paradise Model School,+92 333 4379786,"H .3/A ,ST.9 , CHOWK ALFATAH BABU SABU BUND ROAD LHR, 9 Waris Street, Lahore 5400, Pakistan",74.26735109,31.54154901
1033,108273,"SOF SCHOOL, 12/C, WARIS COLONY",+92 336 1402101,"12/C SOF School,, Wahdat Rd, Lahore, Pakistan",74.2685233,31.4956624
1034,108376,LDA School,,"Sabzazar, Lahore, Pakistan",74.2687338,31.5172791
1035,108413,Allied School Sabzazar Campus,,"Main Boulevard Sabzazar, Lahore, Pakistan",74.26993903,31.52172495
1036,108495,Lahore City High School,,"Wahdat Rd, Kamran Block, Allama Iqbal Town, Lahore, Punjab, Lahore, Pakistan",74.27001,31.49792
1037,108501,The Country School,,"Kamran Block, Lahore, Pakistan",74.27052375,31.49816576
1038,108559,SUFFAH EDUCATIONAL LYCEUM,+92 42 37830249,"Rasul Park, Lahore, Pakistan",74.271457,31.5133639
1039,108560,Madrissa,,"Jamil Town, Lahore, Pakistan",74.2707968,31.5173655
1040,108564,professor's academy,,"Lahore, Pakistan",74.2721164,31.518064
1041,108612,Saint Merry's School,,"60 Feet Rd, Lahore, Pakistan",74.2718402,31.5399698
1042,108613,New Pak Angels Public School,,"60 Feet Rd, Lahore, Pakistan",74.2717423,31.5430535
1043,108615,Jamiat Public Girls High School,,"Lahore, Pakistan",74.2723015,31.5451839
1044,108723,The Garrison School System,+92 300 4119129,"312-B Sabzazar Scheem Lahore, Main Boulevard Sabzazar, Lahore 54000, Pakistan",74.2731464,31.5236556
1045,108742,govt boys high school sikandria colony bund road lahore,+92 312 4877133,"Bund Rd, Lahore, Pakistan",74.27369856,31.53314356
1046,108744,Al-Faizan Science Academy (Umer-e-Farooq Campus),+92 322 4497590,"Kot Kamboh, Lahore, Pakistan",74.273255,31.5345618
1047,108764,Saint Mary's Kids Campus,,"60 Feet Rd, Lahore, Pakistan",74.2730284,31.5410579
1048,108773,Mehak School And Academy,,"60 Feet Rd, Lahore, Pakistan",74.2736077,31.5421928
1049,108777,Suffah School System,+92 333 4249302,"Zubair Road, Lahore, Pakistan",74.273876,31.5469646
1050,108796,ZiCAS School System,+92 42 35424991,"5 - 6 Wahdat Road, Lahore 52790, Pakistan",74.2745558,31.4936162
1051,108811,Lahore Islamic Mission High School,,"6, Wahdat Rd, Kamran Block, Allama Iqbal Town, Lahore, Punjab, Lahore, Pakistan",74.27548,31.49992
1052,108819,Govt High School for Boys,,"Karim Block, Lahore, Pakistan",74.2752476,31.5043548
1053,108903,Royal Heaven Cambridge School,,390، Lahore، Pakistan,74.2749225,31.5224469
1054,108908,"DAR E ARQAM SCHOOLS, SABZAZAR BRANCH, SABZAZAR, LAHORE, PAKISTAN",+92 42 37832118,"294 B, Main Boulevard Sabzazar, Lahore, Pakistan",74.2750715,31.5248024
1055,108919,Millat-e-Islamia Model High School,,"B BLOCK, Lahore, Pakistan",74.2749861,31.5270305
1056,108920,Tehzeb-ul-Atfal High School,+92 300 4125707,"Jhugian Nagra, Lahore, Pakistan",74.2749867,31.5286283
1057,108943,Nasir High School,,"Lahore, Pakistan",74.2753159,31.5429784
1058,108952,The Smart School,+92 300 4007665,"E Block, Lahore, Pakistan",74.2755336,31.5504252
1059,108956,Eden Rose The School System,,"Mid Road between F and G Block, Lahore, Pakistan",74.2758333,31.5500174
1060,108964,The IMPACT School,+92 42 37745407,"20 Mamdot Block Neighboring Gourmet Bakers، Lahore, Pakistan",74.276914,31.499644
1061,108965,The IMPACT School,+92 42 37745407,"20 Mamdot Block, neighboring Gourmet Bakers, Lahore, Pakistan",74.2769395,31.4995683
1062,108969,Azhar Foundation School,,"437, Street 3, Lahore, Pakistan",74.2759996,31.5069555
1063,109012,govt. school,,"govt boys high school sikandria colony,, Lahore, Pakistan",74.2769493,31.51617
1064,109050,Safa Model High School,,"280, Lahore, Pakistan",74.2767674,31.5255258
1065,109068,American Lycetuff,,"A Block, Lahore, Pakistan",74.2770755,31.5355729
1066,109083,Govt Girls High School,,"E Block, Lahore, Pakistan",74.2771558,31.5519363
1067,109084,LAHORE PUBLIC SCHOOL,,"E Block, Lahore, Pakistan",74.2772996,31.5516011
1068,109093,EFA School Al Mustafa Campus,+92 300 9494562,"Haveli Wahab Khan, Bohar Wala Chowk, Abbas Block, Wahdat Rd, Lahore, Pakistan",74.2779931,31.4988039
1069,109104,The Educators Muhammadan Campus,+92 42 35436352,"Mamdoot Block, Lahore, Pakistan",74.2785333,31.5002112
1070,109168,Ali School System,+92 42 37808792,"Fazal e Haq Rd, Lahore, Pakistan",74.2786929,31.5084306
1071,109171,Beaconhouse School System Allama Iqbal Town Campus,,"Ravi Block, Lahore, Pakistan",74.2779022,31.5125164
1072,109239,Age Institute,+92 321 4443006,"Khuda-Bukhsh Rd, Lahore, Pakistan",74.2781124,31.53327947
1073,109250,Gohar Foundation High School,,"50, Band Rd, Sodhiwal, Gulshan-e-Ravi, Lahore, Punjab, Lahore, Pakistan",74.27898,31.53526
1074,109255,Gulistan Model High School,,"44, Band Rd, Sodhiwal, Gulshan-e-Ravi, Lahore, Punjab, Lahore, Pakistan",74.27947,31.53504
1075,109257,Bright Fiture High School,,"Jan muhammad street mohra shreef bund road, Lahore 54500, Pakistan",74.27764419,31.53984729
1076,109266,Allied School Gulshan-e-Ravi Campus,,"‏Main Blvd Gulshan-e-Ravi, Lahore, Pakistan",74.2778144,31.549989
1077,109271,Sir Syed Model School,,"26-F, Gulshan-e-Ravi Rd, Block F, Gulshan-e-Ravi, Lahore, Punjab, Lahore, Pakistan",74.27812897,31.54998858
1078,109273,Rana Grammar School,+92 42 37413320,"Civic Center Moon Market Gulshan-e-Ravi، Lahore, Pakistan",74.2792179,31.551315
1079,109274,"Rana Grammer School, Boys Campus",,"Civic center، 50-N Moon Market, Gulshan-e-Ravi Rd، لاہور، Pakistan",74.2782157,31.552255
1080,109279,Altaf Mahmood Foundation,+92 42 35962662,"Tech Society, Lahore, Pakistan",74.2810193,31.4842067
1081,109287,Steps Learning Center,+92 42 35461094,"Street 1, Lahore, Pakistan",74.27953137,31.50320817
1082,109372,The Learners Pre School,,"Umar Block, Allama Iqbal Town, Lahore, Punjab, Lahore, Pakistan",74.27999,31.50882
1083,109374,Lahore Reliance Junior School,+92 321 8500073,"5 Fazal e Haq Rd, Lahore, Pakistan",74.2810374,31.5097076
1084,109390,Concordia College Zeenat Block,,"Allied School Allama Iqbal Town Campus, 82-B, Lahore, Pakistan",74.2807478,31.51853525
1085,109483,Tehzeeb-ul-Atfal High School,,"306 B Main Boulevard Sabzazar, Lahore, Pakistan",74.2803669,31.5261983
1086,109508,Al-Mustafa Foundation School,,"Shera Kot, Lahore, Pakistan",74.2794801,31.5400712
1087,109526,Dar-e-Arqam School (Usman Ghani Boys Campus),,"‏Main Blvd Gulshan-e-Ravi, Lahore, Pakistan",74.2804859,31.5499382
1088,109538,Cathedral School,,"Lahore, Pakistan",74.2800338,31.5514968
1089,109545,"Govt Boys High School,531A",,"Gulshan-e-Ravi, Lahore, Pakistan",74.2795524,31.552197
1090,109548,Al Karam Islamic School System,+92 300 4638247,"42 Musarrat colony, Lahore, Pakistan",74.2800132,31.5519301
1091,109675,Concordia College Rachna Block,,"Allama Iqbal Town, Lahore, Pakistan",74.282577,31.5143313
1092,109689,Lahorr Reliance School(seniors),,"Zeenat Block, Lahore, Pakistan",74.2802197,31.5188306
1093,109718,Allied School Allama Iqbal Town Campus,+92 42 36166200,"82-B, Lahore, Pakistan",74.2828614,31.5203403
1094,109775,Five Star Model SChool,,"Dholanwal, Lahore, Pakistan",74.28280954,31.52507295
1095,109803,School of Advance Studies,+92 342 6569856,"Shalimar Road, Lahore, Pakistan",74.2826495,31.538349
1096,109805,Umeed,+92 300 4117086,"Lahore, Pakistan",74.282371,31.5443597
1097,109806,Smart Education System,,"Lahore, Pakistan",74.28290024,31.54426139
1098,109865,Department of French,+92 42 35293858,"Alpha Society, Lahore, Pakistan",74.2846865,31.4867539
1099,109885,Bloomfield Hall School Juniors BWP,+92 62 2874135,"Model Town A, 23-D Rashid Minhas Road, Bahawalpur 63100, Pakistan",74.283336,31.5047899
1100,109916,Govt. Girls School,,"Molana Hasrat Mohani Rd, Lahore, Pakistan",74.2845031,31.511605
1101,109921,DAR-E-ARQAM SCHOOL RACHNA BLOCK,+92 42 37802332,"49-Rachna block Iqbal town Lahore Pakistan, 49 Fazal e Haq Rd, Lahore 540000, Pakistan",74.2845458,31.5127535
1102,109925,KIPS SCHOOL,+92 305 4440572,"140 Allama Iqbal Town, Lahore 54000, Pakistan",74.284472,31.516324
1103,109927,CKC 65,,"65, Lahore Rd, Lahore, Pakistan",74.2845941,31.515127
1104,110016,The Learners School Systemtakia kareem shah dholanwall,+92 300 4162542,"Dholanwal, Lahore, Pakistan",74.2832196,31.5297049
1105,110036,Government Middle School For Boys,,"Sikandria Colony,, Bund Rd, Lahore, Pakistan",74.2836593,31.5339637
1106,110039,The Pakistan Model Girls High School,,"Band Rd, Dholanwal, Sabzazar, Lahore, Punjab, Lahore, Pakistan",74.28437058,31.53288806
1107,110046,Shaheen Habib Public School,,"2 Rana St, Lahore, Pakistan",74.2838135,31.5368859
1108,110053,Shah Hussain College شاہ حسین کالج,,"Hussain St, Lahore, Pakistan",74.28474394,31.53692867
1109,110055,Creative Scholars School,+92 334 4375238,"House 11, 5 Street 5, Lahore, Pakistan",74.28367351,31.54175618
1110,110058,Pak Angels Foundation School / Pak Angels Grammar School,+92 42 37460504,"170, ‏Main Blvd Gulshan-e-Ravi, Lahore 00000, Pakistan",74.2832369,31.5496961
1111,110060,Pak Angels School,,"‏Main Blvd Gulshan-e-Ravi, Lahore, Pakistan",74.2828175,31.5498947
1112,110065,Jamia Al-Noor,+92 42 37463715,"224-C ‏Main Blvd Gulshan-e-Ravi, Lahore, Pakistan",74.2832261,31.5518812
1113,110108,CKC Senior,,"47, 269 Kashmir Block Iqbal Town Lahore Punjab, Riasat Ali Rd, Lahore, Pakistan",74.2850651,31.5131796
1114,110115,THE EDUCATORS SCHOOL SYSTEM,,"41 Fazal e Haq Rd, Lahore, Pakistan",74.2858125,31.5138165
1115,110117,Wapda High School,,"Rachna Block, Lahore, Pakistan",74.2853282,31.5149261
1116,110119,KIPS SCHOOL,+92 42 37814885,"8 Rachna Block Allama Iqbal Town, Lahore 54000",74.286329,31.516492
1117,110124,Talent Hall Girls High School,+92 42 35419752,"Hafiz Taib Rd, Kashmir Block, Allama Iqbal Town, Lahore, Punjab, Lahore, Pakistan",74.2854214,31.5175941
1118,110257,Hope Science Academy,+92 333 4355429,"Manzoor Park, Lahore, Pakistan",74.28514042,31.54434588
1119,110260,Govt Boys High School,,"Govt Boys High School, Lahore, Pakistan",74.286131,31.545628
1120,110307,Bright Career High School,,"Umer Block, Lahore, Pakistan",74.287523,31.5093875
1121,110322,Muhammad Hashir Academy & School,+92 340 4325194,"345, 269 Kashmir Block Iqbal Town Lahore Punjab, Riasat Ali Rd, Lahore, Pakistan",74.286878,31.5193559
1122,110423,Allied school Masood campus,+92 42 37809806,"Ittehad Colony, Lahore, Pakistan",74.2876273,31.5259948
1123,110469,Government Boys High School,,"Sodiwal, Lahore, Pakistan",74.2879629,31.5333013
1124,110494,Bismillah Waseem School,,"Sodiwal Rd, Lahore, Pakistan",74.2882204,31.5371031
1125,110499,Decent Model School (MOON CAMPUS),+92 336 8631919,"# 4-D,, New Shalimar Rd, Lahore, Pakistan",74.28814106,31.54178544
1126,110506,creative scholars school,+92 42 37465895,"nonarian, Chowk, Multan, Pakistan",74.28725268,31.54913917
1127,110519,Naz Education System High School,,"Gulshan-e-Ravi Rd, Block A, Gulshan-e-Ravi, Lahore, Punjab, Lahore 54500, Pakistan",74.28788928,31.54909036
1128,110616,Moon Light School,+92 42 37312560,"Kashmir Block, Lahore, Pakistan",74.289337,31.5209298
1129,110689,Pakistan National School,,"174 Millat Rd, Lahore, Pakistan",74.2893446,31.5246973
1130,110691,National Pre Cadre High School,,"Bait-ul-Raza Colony, Lahore, Pakistan",74.2883679,31.5304802
1131,110692,City Cadet School,,"Al-Mumtaz Rd, Lahore, Pakistan",74.2889953,31.53069
1132,110705,Jamia-Mosque,,"Lahore, Pakistan",74.2883082,31.531555
1133,110748,Allied School Punjab Campus,+92 42 37480995,"Main Road Sodiwal, Multan Road, Lahore, Lahore, Pakistan",74.2895937,31.5364356
1134,110749,Lady Bird School,,"Sodiwal, Lahore, Pakistan",74.2896437,31.5364131
1135,110750,Smart Kids School System,,"Sodiwal, Lahore, Pakistan",74.288734,31.534887
1136,110819,Proficient Institute,+92 42 35466141,"Nizam Block, Lahore, Pakistan",74.2903971,31.5051986
1137,110822,"Stairs International, Lahore",+92 300 2390411,"967, Allama Iqbal Town, Lahore, Pakistan",74.2905864,31.5106355
1138,110841,Khaliqia Foundation Boys High School,+92 332 4738494,"Street 14, Lahore, Pakistan",74.29080863,31.51684755
1139,110843,Stars High School,,"Fazl-e-Haq Rd, Kashmir Block, Allama Iqbal Town, Lahore 54570, Pakistan",74.2903696,31.5177365
1140,110848,Javaid Model High School,+92 42 37803863,"Kashmir Block, Lahore 54570, Pakistan",74.2902642,31.5186254
1141,110917,Anjuman Himayat-e-Islam,,"119 Multan Rd, Lahore, Pakistan",74.2885369,31.5319368
1142,110918,Himayat-e-Islam Public School,+92 42 37584794,"Yateem Khana Chowk, 119 Multan Rd, Lahore, Pakistan",74.2894998,31.5317513
1143,111029,Center for Clinical Psychology,,"Lahore, Pakistan",74.2926623,31.48871
1144,111044,Alliance High School,+92 42 37805450,"905, Lahore 54000, Pakistan",74.2909093,31.510006
1145,111079,CIMS,,"245-7, Lahore, Pakistan",74.2915851,31.5163844
1146,111085,Sanatzar,+92 333 0321771,"Fazal e Haq Rd, Lahore, Pakistan",74.291032,31.518269
1147,111102,Study @ Abroad Education & Migration Advisor - Lahore Pakistan,+92 300 2114183,"Allama Iqbal Town, Lahore, Pakistan",74.29156411,31.52083975
1148,111123,L.D.A Model High School,,"Jahanzeb Block, Lahore, Pakistan",74.2904621,31.5232221
1149,111143,ACTMA,,"Jahanzeb Block, Lahore, Pakistan",74.2897063,31.5236967
1150,111190,Iqra Madina Tus Sabyaan regd,,"Lahore, Pakistan",74.291131,31.5319413
1151,111194,KIPS,,"Multan Rd, Lahore, Pakistan",74.2906682,31.5352069
1152,111294,Iqra Lyceum School,+92 300 8897658,"Agha Street, Lahore, Pakistan",74.2910514,31.5413859
1153,111297,City District Govt Junior Model Girls High School,,"Multan Rd, Nowan Kot, Samanabad Town, Lahore, Punjab, Lahore, Pakistan",74.2927577,31.5409682
1154,111322,THE FORMATERS School System,+92 42 37415237,"Main Blvd Gulshan-e-Ravi, Lahore, Pakistan",74.2923644,31.5452628
1155,111331,The Educators - Gulshan-e-Ravi Branch,+91 423 740 2817,"‏Main Blvd Gulshan-e-Ravi, Lahore, Pakistan",74.2911268,31.5486287
1156,111371,Unique School Boys Campus,,"Block B, Lahore, Pakistan",74.2926514,31.5518332
1157,111378,Institute Of Social and Cultural Studies,,"Lahore, Pakistan",74.2935567,31.4949342
1158,111382,College of Earth & Environmental Sciences,+92 333 4739259,"Lahore, Pakistan",74.2942017,31.4957118
1159,111383,Institute Of Chemistry,,"University of The Punjab, Lahore, Punjab, Pakistan, Lahore, Pakistan",74.2942208,31.4956027
1160,111384,Mir Sikandar Khan,+92 336 5646162,"h 450, 325 Abbas Block، Abbas Block, Mustafa Town, Sayed Irshad Ali Road، Sayed Irshad Ali Road، Lahore, Pakistan",74.2942208,31.4956027
1161,111386,"Lahore School Of Management, LSM, Wahdat Road Lahore",,"Lahore, Pakistan",74.293278,31.5062852
1162,111388,Naveed Majeed Academy,,"54700, Office # 22, 5th Floor, Gohar Center Wahdat Rd, Lahore 54700, Pakistan",74.29345938,31.50588159
1163,111394,Govt. college of technology for printing and graphic arts,+92 42 99239386,"Wahdat Rd, Lahore, Pakistan",74.2929682,31.5110499
1164,111397,National Academy,,"Hunza Block, Lahore, Pakistan",74.29289767,31.51378509
1165,111514,the education tower high school,+92 42 37805494,"Millat Rd, Lahore, Pakistan",74.29291501,31.52749971
1166,111516,Work Acadmey,,"Pukki Thatthi, Lahore, Pakistan",74.2937374,31.5280605
1167,111520,Curious Mind School System,+92 42 37577922,"Al-Mumtaz Rd, Lahore, Pakistan",74.29405501,31.53053304
1168,111683,Allied School Gulshan Ravi Campus (Junior),+92 42 37740070,"43-A, Chauburji Park Rd, Lahore, Pakistan",74.2932137,31.5494226
1169,111686,Masood Ganj School,,"Lahore, Pakistan",74.2933434,31.5483681
1170,111695,Unique School,+92 42 37419585,"New Chuburji Park, Lahore, Pakistan",74.293327,31.5512519
1171,111711,Students' and Kids Inn High School,+92 42 37811490,"Lahore, Pakistan",74.2957199,31.5086694
1172,111733,Allied School,,"Main Blvd Allama Iqbal Town, Lahore, Pakistan",74.2948628,31.517303
1173,111755,CKC Junior,,"30, Chenab Rd, Lahore, Pakistan",74.2946135,31.5179969
1174,111771,Lahore Grammer School,,"24, Lahore 54000, Pakistan",74.2946562,31.5170736
1175,111843,Mian Grammar School (MGS),+92 42 37574636,"Rahmat Ali Rd, Lahore, Pakistan",74.29530446,31.53665185
1176,111846,MACS Academy samanabad,+92 42 37574636,"Rahmat Ali Rd, Lahore, Pakistan",74.29532556,31.53662075
1177,111955,QBANK.PK,,"Jinnah Hospital, Usmani Rd, Lahore, Pakistan",74.2974223,31.4846869
1178,111975,Mian gee,,"Lahore, Pakistan",74.2980692,31.4872721
1179,111986,Federal Institute of Health Sciences Campus 1,+92 42 35419444,"Wahdat Rd, Lahore, Pakistan",74.29671707,31.50743876
1180,111991,The Linderhof Lahore School System Main Branch,+92 42 37804880,"Street 14, Lahore 54000, Pakistan",74.298048,31.5087152
1181,112084,Allied School AlFajar Campus,,"Pak Block, Lahore, Pakistan",74.2971468,31.5179074
1182,112098,The Leaders School,,"Madina Road, Lahore, Pakistan",74.2977798,31.5209347
1183,112101,Unique Junior School,,"Nadeem Shaheed Rd, Lahore 54000, Pakistan",74.2973372,31.5219533
1184,112102,Aglow Access High School,+92 322 4494107,"Nadeem Shaheed Rd, Satluj Block, Allama Iqbal Town, Lahore 54570, Pakistan",74.29636252,31.52257795
1185,112103,ataleeq Islamic Preschool,,"100 Nadeem Shaheed Rd, Lahore, Pakistan",74.2977859,31.5229663
1186,112104,GROOMERS Academy,+92 312 4469169,"Nadeem Shaheed Rd, Lahore, Pakistan",74.2962505,31.5225439
1187,112105,Iqra tahzeb-ul-Itafaal,,"Nadeem Shaheed Rd, Lahore, Pakistan",74.2965757,31.5228018
1188,112124,Minhas Girls High School,+92 310 4687879,"Lahore District, Lahore, Pakistan",74.2978834,31.52804
1189,112198,Special Kids Inn,,"local St, Lahore, Pakistan",74.2968994,31.5513845
1190,112216,Institute Of Administrative Sciences,+92 42 99231164,"Institute of Administrative Sciences, Canal Bank Road, Lahore, Punjab, Lahore, Pakistan",74.2983699,31.4942984
1191,112226,Comprehensive Girls High School,+92 322 7447239,"Wahdat Rd, Lahore, Pakistan",74.2982544,31.5075885
1192,112238,Educare,+92 42 37806806,"6 Hunza Block, Main Boulevard Allama Iqbal Town, Lahore, Pakistan",74.2983108,31.5130632
1193,112341,Khaliqia Foundation Girls High School,+92 332 4738494,"419-Pak Block, Allama Iqbal Town, Lahore, Lahore, Pakistan",74.2984648,31.5194245
1194,112353,Shadab Government High School For Blind Girls,,"128 Block,, Metroville Khyber Pass, Karachi, Pakistan",74.2981976,31.5241511
1195,112374,Al-Azhar Science Acedmy,,"Samanabad, Lahore, Pakistan",74.2995369,31.5311002
1196,112380,Allied School - Daffodils Campus,+92 42 37576161,"Samanabad, Lahore, Pakistan",74.2985955,31.5343078
1197,112385,Naveed Majeed Academy (Samanabad Campus),+92 42 37594496,"Poonch Rd, Lahore, Pakistan",74.2993838,31.5344101
1198,112449,Al-Barakah School - Chauburji Branch,+92 42 37403881,"86/87, Chauburji Park Rd, Lahore 54500, Pakistan",74.2992335,31.5516206
1199,112466,Department of Applied Psychology,+92 333 4739259,"University of the Punjab, Lahore, Pakistan",74.300344,31.494646
1200,112478,ravi school,,"4 St, Lahore, Pakistan",74.30174014,31.50708755
1201,112479,Government Junior Model School,,"Lahore, Pakistan",74.3000272,31.5087605
1202,112506,Govt Pilot School For Boys,,"Wahdat Colony, Lahore, Pakistan",74.3014866,31.5115161
1203,112694,Aizar School,,"Poonch Rd, Lahore, Pakistan",74.30025019,31.53618446
1204,112697,The Educators Al Rauf Campus,,"Poonch Rd, Lahore, Pakistan",74.30025019,31.53618446
1205,112700,The Loyalist Academia,+92 42 37568850,"788-N Poonch Road,Samanabad,Lahore.Pakistan., Lahore, Pakistan",74.300526,31.536938
1206,112702,Allied School Daffodil Campus,+92 42 36122588,"796 N, Poonch Rd, Lahore, Pakistan",74.3003252,31.5373963
1207,112710,LGS Samanabad Campus (Pre-School & Junior),+92 42 37588818,"845-N, Main., Poonch Rd, Lahore, Pakistan",74.300592,31.5384474
1208,112711,American Lycetuff,,"Poonch Rd, Lahore, Pakistan",74.300415,31.5383297
1209,112728,"The Smart School-Al Mairaj Campus, Samanabad. Lahore",+92 42 37575122,"Samanabad, Lahore, Pakistan",74.3009716,31.541794
1210,112758,Govt High School,,"Arjun St, Lahore, Pakistan",74.3010962,31.5469877
1211,112771,Dar-ut-Tazkia School,+92 300 6526224,"Chauburji Park Rd, Lahore, Pakistan",74.3010977,31.5526972
1212,112781,Contech School of Public Health (CSPH),+92 42 35236662,"54 A, HBFC,, Lahore, Pakistan",74.3025139,31.4851381
1213,112784,Danish School Headoffice,+92 42 99231740,"Lahore, Pakistan",74.3017796,31.4866397
1214,112807,Govt Model High School,,"P.U, Lahore, Pakistan",74.3017378,31.5057635
1215,112814,Government Pilot Secondary School For Boys,,"H-61 Wahdat Rd, Lahore, Pakistan",74.3027275,31.5114178
1216,112827,Abdullah Junior School (Regd) 5-B Clifton Colony Madina Road _ Lahore,+92 42 37806229,"5-B, Madina Road, Lahore, Pakistan",74.3031409,31.52123842
1217,112838,Sublime School,,"Nadeem Shaheed Rd, Lahore, Pakistan",74.3015719,31.524246
1218,112933,Central Model school,,"Ghazali Rd, Lahore 54000, Pakistan",74.3032475,31.5351707
1219,112962,Learning Adventure High School System,+92 300 8442574,"65 Main Road Samanabad round-about, Lahore, Pakistan",74.3019878,31.5421552
1220,112985,Govt. High School Chauburji Gardens Lahore,+92 42 99211518,"Lahore, Pakistan",74.3019573,31.5494584
1221,112988,institute,+92 322 9999123,"31-Kamal Street,Islamia Park,Pounch Rd., Lahore 54000, Pakistan",74.302607,31.548505
1222,112989,Government High School,,"Kamal St, Lahore, Pakistan",74.3017334,31.5494237
1223,112994,Allied School Chauburgi Campus,,"Alamgir St, Lahore, Pakistan",74.3031335,31.549597
